company_name,inventory_month,month,total_opening_value,avg_opening_value,total_receipt_value,avg_receipt_value,total_issue_value,avg_issue_value,total_closing_value,avg_closing_value
AUROLAB,2022-12-01,December,5020.1,12025.53,4920.0,4344.17,6956.96,12240.96,4120.1,6334.15
FSD CARE PHRAMA PVT LTD,2022-12-01,December,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2022-12-01,December,276575.05,231921.75,130650.7,163953.0,184243.28,164750.05,245092.65,249220.54
SUNWAYS PHARMACEUTICALS(OR,2022-12-01,December,30392.51,41564.36,46374.02,27619.79,43927.45,38050.51,36987.35,34311.81
TASMED(INDIA) PVT.LTD(ASPI,2022-12-01,December,2987.88,2987.88,10291.69,7470.97,9079.11,7426.05,5197.2,3724.32
SHERINGS,2022-12-01,December,15532.87,13712.84,0.0,9489.0,8002.46,11827.32,9881.28,12488.8
FDC,2022-12-01,December,0.0,0.0,1054.68,1054.68,439.82,439.82,632.81,632.81
OTHERS,2022-12-01,December,1210.0,1221.0,1075.5,369.5,114.0,51.0,2190.0,1547.67
OCUZEN HEALTH CARE,2022-12-01,December,5568.0,5568.0,0.0,0.0,0.0,0.0,5568.0,5568.0
APPLE PHARMACEUTICALS,2022-12-01,December,900.0,4825.68,3232.35,2892.45,3518.2,4319.07,900.0,3770.34
DISPOVAN,2022-12-01,December,0.0,450.0,3539.0,2756.0,3867.5,3139.33,71.0,337.0
SUNWAYS PHARMACEUTICALS(RE,2022-12-01,December,54273.3,45904.36,36715.5,43770.4,46556.96,45620.05,49268.23,48932.28
EXELTIS,2022-12-01,December,131.42,131.42,0.0,5256.79,0.0,6400.0,131.42,131.42
CADILA,2022-12-01,December,0.0,42.0,63.0,105.0,70.0,140.0,0.0,21.0
ENTOD PHARMA-G TECH,2022-12-01,December,28956.39,39302.17,35911.54,30188.57,37076.34,39933.16,31964.15,33017.81
COASTAL HEALTH CARE,2022-12-01,December,44.0,44.0,0.0,0.0,0.0,0.0,44.0,44.0
TASMED (INDIA) PVT LTD(PAS,2022-12-01,December,9399.49,14784.55,22730.09,20278.3,30397.48,27096.55,4933.38,10787.7
HIMEDIA LABORATORIES PVT L,2022-12-01,December,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2022-12-01,December,0.0,0.0,972.0,540.0,1070.0,595.0,0.0,0.0
ZIVIRA LABS PVT.LTD,2022-12-01,December,149436.4,119229.92,48164.9,47639.23,97137.44,75237.62,98660.15,107220.25
SHERWYN PHARMACEUTICALS PV,2022-12-01,December,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2022-12-01,December,6388.47,11025.27,0.0,2958.95,1493.74,6132.78,4983.2,8174.38
ALKEM LABORATORIES LTD,2022-12-01,December,0.0,131.0,279.0,199.67,308.0,292.0,0.0,68.67
DIAMOND MEDI CARE,2022-12-01,December,500.0,500.0,0.0,160.0,0.0,176.67,500.0,500.0
ETHICON,2022-12-01,December,0.0,0.0,5895.72,3233.04,7320.0,4000.0,0.0,0.0
SURGICARE,2022-12-01,December,1740.0,1890.0,1300.0,716.67,993.75,822.92,2160.0,1880.0
LENORA GLOVE PVT.LTD,2022-12-01,December,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2022-12-01,December,42522.9,38877.18,59100.5,49923.19,72540.93,54717.26,40213.66,42571.7
SUNWAYS PHARMACEUTICALS,2022-12-01,December,310123.31,260085.09,178140.43,211067.29,358853.19,270613.01,192500.84,249899.72
SHERWYN PHARMA(GENORA),2022-12-01,December,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2022-12-01,December,65731.73,51787.53,28469.2,48640.78,43781.55,47249.24,55829.91,59050.06
DYNAMIC TECHNO MEDICALS PV,2022-12-01,December,175.0,175.0,0.0,0.0,0.0,0.0,175.0,175.0
G.T.RAJ TEX,2022-12-01,December,0.0,125.33,188.0,250.67,198.0,264.0,0.0,125.33
ZIVIRA ASTRA DIVISION,2022-12-01,December,56355.46,68003.71,91706.04,42716.28,56043.02,41301.39,83476.09,65697.03
JMS CO LTD,2022-12-01,December,0.0,826.0,702.0,2661.0,760.0,3088.33,0.0,590.0
AJANTA PHARMA LTD,2022-12-01,December,5440.99,7003.91,0.0,0.0,250.12,1136.04,5198.6,5913.41
SUBHAM PHARMACEUTICALS,2022-12-01,December,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2022-12-01,December,0.0,223.67,1935.0,1412.67,2111.0,1538.33,0.0,223.67
BORN HEALTHCARE PVT LTD,2022-12-01,December,23.5,23.5,352.5,156.67,375.0,166.67,23.5,23.5
MEDIKLIN HEALTHCARE LTD,2023-01-01,January,1087.5,990.83,435.0,338.33,355.0,295.0,1232.5,1087.5
RAMAN&WEIL PVT LTD,2023-01-01,January,928.0,789.33,318.0,854.0,120.0,783.33,1136.0,928.0
SANGAM HEALTHCARE (SAFTI-N,2023-01-01,January,510.0,212.5,0.0,425.0,270.0,416.67,255.0,255.0
CLARIS OSTUKA,2023-01-01,January,0.0,71.33,1582.6,1469.0,1683.0,1623.33,0.0,0.0
RAMSONS,2023-01-01,January,112.5,112.5,650.0,408.33,725.0,463.33,112.5,112.5
CIPLA,2023-01-01,January,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2023-01-01,January,10709.31,10709.31,13306.0,4435.33,14964.0,4988.0,10709.31,10709.31
CARE GROUP,2023-01-01,January,18911.06,18644.39,0.0,1775.67,355.0,1765.33,18611.06,18911.06
TAS MED(INDIA)PVT.LTD(VALL,2023-01-01,January,3849.06,12313.96,2745.33,-2936.13,2867.75,5514.86,4060.24,4348.05
ENTOD GLOTEK DIVISION,2023-01-01,January,32005.31,21856.19,4298.89,34458.44,34900.88,45170.45,7055.31,18434.48
LUPIN LTD,2023-01-01,January,0.0,0.0,92.0,92.0,100.0,100.0,0.0,0.0
HICARE PHARMA,2023-01-01,January,18409.04,30017.59,20637.8,14683.0,13787.89,21941.04,27297.71,22976.27
AMERICAN PHARMA REMEDIES L,2023-01-01,January,0.0,133.33,200.0,200.0,212.5,212.5,0.0,133.33
MADHU INSTRUMENTS PVT. LTD,2023-01-01,January,460.0,460.0,0.0,0.0,0.0,0.0,460.0,460.0
ENTOD PHAMA(ENSIGHT),2023-01-01,January,73285.57,70519.61,32624.54,84709.07,70080.51,110319.46,45419.18,62740.1
SENSES PHARMACEUTICALS LTD,2023-01-01,January,50035.94,52016.44,43665.25,33964.56,45844.44,38566.35,52568.21,51686.16
AUROLAB,2023-01-01,January,4120.1,6334.15,9983.25,6088.58,8326.08,8416.32,7353.35,5497.85
FSD CARE PHRAMA PVT LTD,2023-01-01,January,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2023-01-01,January,245093.14,249221.07,139883.1,162736.0,161350.76,177371.43,242623.95,254763.68
SUNWAYS PHARMACEUTICALS(OR,2023-01-01,January,36987.35,34311.81,49014.93,36685.29,25866.79,30748.63,65591.31,44323.72
TASMED(INDIA) PVT.LTD(ASPI,2023-01-01,January,5197.2,3724.32,6265.65,6515.07,5381.67,5904.79,6265.67,4816.92
SHERINGS,2023-01-01,January,9881.28,12488.8,9796.55,5386.85,5316.92,4854.63,13736.78,13050.31
OCUZEN HEALTH CARE,2023-01-01,January,5568.0,5568.0,0.0,0.0,0.0,0.0,5568.0,5568.0
APPLE PHARMACEUTICALS,2023-01-01,January,900.0,3770.34,0.0,1077.45,0.0,4319.07,900.0,900.0
SUNWAYS PHARMACEUTICALS(RE,2023-01-01,January,49268.23,48932.33,36920.01,40987.35,31647.09,40425.85,57842.38,53794.61
EXELTIS,2023-01-01,January,131.42,131.42,3396.03,6388.8,3612.8,7604.27,131.42,131.42
CADILA,2023-01-01,January,0.0,21.0,189.0,126.0,70.0,116.67,126.0,42.0
ENTOD PHARMA-G TECH,2023-01-01,January,31964.15,33017.81,3599.65,19545.82,18947.11,28742.67,24398.92,28439.82
FDC,2023-01-01,January,632.81,316.41,0.0,527.34,448.8,444.31,210.94,421.88
OTHERS,2023-01-01,January,2190.0,1547.67,125.0,400.17,150.0,101.0,2190.0,1863.33
DISPOVAN,2023-01-01,January,71.0,337.0,2388.5,2885.67,2031.2,3278.73,603.5,224.83
COASTAL HEALTH CARE,2023-01-01,January,44.0,44.0,0.0,0.0,0.0,0.0,44.0,44.0
TASMED (INDIA) PVT LTD(PAS,2023-01-01,January,4933.38,10787.7,42385.8,26664.93,30947.63,29413.14,18928.53,11087.13
HIMEDIA LABORATORIES PVT L,2023-01-01,January,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2023-01-01,January,0.0,0.0,1134.0,756.0,1060.0,768.33,162.0,54.0
ZIVIRA LABS PVT.LTD,2023-01-01,January,98660.22,107220.34,30117.3,57678.33,34774.28,70281.98,111084.62,119727.01
SHERWYN PHARMACEUTICALS PV,2023-01-01,January,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-01-01,January,4983.2,8174.38,0.0,0.0,1145.8,3258.82,3899.63,5090.43
DIAMOND MEDI CARE,2023-01-01,January,500.0,500.0,0.0,106.67,0.0,116.67,500.0,500.0
SURGICARE,2023-01-01,January,2160.0,1880.0,1690.0,1138.33,2356.25,1277.08,1700.0,1866.67
LENORA GLOVE PVT.LTD,2023-01-01,January,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-01-01,January,40213.66,42571.7,74056.05,57667.12,71872.16,64697.68,52682.26,45139.61
SUNWAYS PHARMACEUTICALS,2023-01-01,January,192501.08,249900.05,154852.12,194941.79,168943.02,253892.22,198997.5,233873.72
SHERWYN PHARMA(GENORA),2023-01-01,January,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-01-01,January,55829.94,59050.11,7173.35,32223.75,30166.13,44043.5,35945.82,52502.45
DYNAMIC TECHNO MEDICALS PV,2023-01-01,January,175.0,175.0,0.0,0.0,0.0,0.0,175.0,175.0
G.T.RAJ TEX,2023-01-01,January,0.0,125.33,188.0,125.33,198.0,264.0,0.0,0.0
ZIVIRA ASTRA DIVISION,2023-01-01,January,83476.26,65697.17,19083.75,49077.53,25916.1,41239.32,85338.29,75056.57
JMS CO LTD,2023-01-01,January,0.0,590.0,2808.0,2457.0,2220.0,2966.67,708.0,236.0
KLARSEHEN,2023-01-01,January,0.0,0.0,7262.44,7262.44,7726.0,7726.0,0.0,0.0
AJANTA PHARMA LTD,2023-01-01,January,5198.6,5636.8,0.0,0.0,0.0,83.37,5198.6,5556.01
SUBHAM PHARMACEUTICALS,2023-01-01,January,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-01-01,January,0.0,223.67,2680.0,1743.33,1960.0,1818.33,850.0,283.33
BORN HEALTHCARE PVT LTD,2023-01-01,January,23.5,23.5,202.5,185.0,250.0,208.33,23.5,23.5
MEDIKLIN HEALTHCARE LTD,2023-02-01,February,1232.5,1087.5,0.0,338.33,780.0,555.0,652.5,990.83
RAMAN&WEIL PVT LTD,2023-02-01,February,1136.0,928.0,1340.0,1300.67,2390.0,1580.0,530.0,864.67
SANGAM HEALTHCARE (SAFTI-N,2023-02-01,February,255.0,255.0,0.0,212.5,0.0,136.67,255.0,340.0
CLARIS OSTUKA,2023-02-01,February,0.0,0.0,2124.35,1640.92,2113.0,1693.33,107.0,35.67
RAMSONS,2023-02-01,February,112.5,112.5,112.5,304.17,125.0,346.67,112.5,112.5
CIPLA,2023-02-01,February,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2023-02-01,February,10709.31,10709.31,0.0,4435.33,0.0,4988.0,10709.31,10709.31
CARE GROUP,2023-02-01,February,18611.06,18911.06,3000.0,1000.0,3320.0,1345.0,18611.06,18711.06
TAS MED(INDIA)PVT.LTD(VALL,2023-02-01,February,4060.24,4348.05,0.0,2522.03,3050.8,4282.71,1314.91,3074.74
ENTOD GLOTEK DIVISION,2023-02-01,February,7055.31,18434.49,39647.01,34151.43,35426.74,40605.8,14636.71,17899.1
LUPIN LTD,2023-02-01,February,0.0,0.0,92.0,92.0,100.0,100.0,0.0,0.0
HICARE PHARMA,2023-02-01,February,27297.71,22976.27,44008.4,26100.0,47614.16,27148.19,17583.98,21096.91
MADHU INSTRUMENTS PVT. LTD,2023-02-01,February,460.0,460.0,0.0,0.0,430.0,143.33,0.0,306.67
ENTOD PHAMA(ENSIGHT),2023-02-01,February,45419.18,62740.1,128261.76,85803.62,142011.57,107777.56,55393.1,58032.62
SENSES PHARMACEUTICALS LTD,2023-02-01,February,52568.21,51686.16,42616.55,34855.85,38437.68,35998.27,61780.1,54794.75
AUROLAB,2023-02-01,February,7353.35,5497.85,4577.7,6493.65,5189.94,6824.33,7510.67,6328.04
FSD CARE PHRAMA PVT LTD,2023-02-01,February,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2023-02-01,February,242624.33,254764.17,314026.9,194853.57,303700.65,216431.56,288989.73,258902.11
SUNWAYS PHARMACEUTICALS(OR,2023-02-01,February,65591.38,44323.75,16675.83,37354.93,58599.47,42797.9,29276.85,43951.84
TASMED(INDIA) PVT.LTD(ASPI,2023-02-01,February,6265.67,4816.92,4481.82,7013.05,8775.21,7745.33,2689.09,4717.32
SHERINGS,2023-02-01,February,13736.78,13050.31,0.0,3265.52,4192.71,5837.36,11092.75,11570.27
FDC,2023-02-01,February,210.94,281.25,0.0,351.56,179.52,356.05,42.19,295.31
OTHERS,2023-02-01,February,2190.0,1863.33,0.0,400.17,1207.0,490.33,980.0,1786.67
OCUZEN HEALTH CARE,2023-02-01,February,5568.0,5568.0,0.0,0.0,0.0,0.0,5568.0,5568.0
APPLE PHARMACEUTICALS,2023-02-01,February,900.0,900.0,0.0,1077.45,0.0,1172.73,900.0,900.0
SUNWAYS PHARMACEUTICALS(RE,2023-02-01,February,57842.4,53794.64,73603.41,49079.64,95788.94,57997.66,45631.07,50913.89
EXELTIS,2023-02-01,February,131.42,131.42,0.0,1132.01,160.0,1257.6,0.0,87.61
DISPOVAN,2023-02-01,February,603.5,224.83,1322.0,2416.5,1470.5,2456.4,563.0,412.5
CADILA,2023-02-01,February,126.0,42.0,0.0,84.0,140.0,93.33,0.0,42.0
ENTOD PHARMA-G TECH,2023-02-01,February,24398.92,28439.82,35870.54,25127.24,34171.58,30065.01,29421.92,28595.0
COASTAL HEALTH CARE,2023-02-01,February,44.0,44.0,0.0,0.0,44.0,14.67,0.0,29.33
TASMED (INDIA) PVT LTD(PAS,2023-02-01,February,18928.53,11087.13,39204.44,34773.44,40957.55,34100.89,20989.34,14950.42
HIMEDIA LABORATORIES PVT L,2023-02-01,February,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2023-02-01,February,162.0,54.0,324.0,810.0,530.0,886.67,0.0,54.0
ZIVIRA LABS PVT.LTD,2023-02-01,February,111084.72,119727.11,13159.4,30480.53,60894.93,64268.88,57094.72,88946.5
SHERWYN PHARMACEUTICALS PV,2023-02-01,February,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-02-01,February,3899.63,5090.43,0.0,0.0,1102.22,1247.25,2860.36,3914.4
ALKEM LABORATORIES LTD,2023-02-01,February,0.0,68.67,187.0,193.33,210.0,288.67,0.0,0.0
DIAMOND MEDI CARE,2023-02-01,February,500.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0
HINDUSTAN SYRINGS & MEDICA,2023-02-01,February,0.0,0.0,252.0,149.5,270.0,162.0,0.0,0.0
SURGICARE,2023-02-01,February,1700.0,1866.67,1260.0,1416.67,2350.0,1900.0,860.0,1573.33
LENORA GLOVE PVT.LTD,2023-02-01,February,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-02-01,February,52682.26,45139.61,52202.5,61786.35,63585.22,69332.77,49730.74,47542.22
SUNWAYS PHARMACEUTICALS,2023-02-01,February,198997.63,233874.01,237612.67,190201.74,257945.51,261913.91,225594.15,205697.5
SHERWYN PHARMA(GENORA),2023-02-01,February,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-02-01,February,35945.82,52502.5,12958.1,16200.22,16658.66,30202.11,34383.02,42052.92
DYNAMIC TECHNO MEDICALS PV,2023-02-01,February,175.0,175.0,0.0,0.0,180.0,60.0,0.0,116.67
G.T.RAJ TEX,2023-02-01,February,0.0,0.0,188.0,188.0,0.0,132.0,188.0,62.67
ZIVIRA ASTRA DIVISION,2023-02-01,February,85338.46,75056.73,0.0,36929.93,39897.91,40619.01,34894.61,67903.0
JMS CO LTD,2023-02-01,February,708.0,236.0,0.0,1170.0,370.0,1116.67,354.0,354.0
AJANTA PHARMA LTD,2023-02-01,February,5198.6,5279.4,0.0,0.0,0.0,83.37,5198.6,5198.6
SUBHAM PHARMACEUTICALS,2023-02-01,February,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-02-01,February,850.0,283.33,2128.75,2247.92,3239.75,2436.92,0.0,283.33
BORN HEALTHCARE PVT LTD,2023-02-01,February,23.5,23.5,171.5,242.17,194.45,273.15,23.5,23.5
MEDIKLIN HEALTHCARE LTD,2023-03-01,March,652.5,990.83,1030.0,488.33,740.0,625.0,1087.5,990.83
RAMAN&WEIL PVT LTD,2023-03-01,March,530.0,864.67,1640.0,1099.33,2160.0,1556.67,420.0,695.33
3M,2023-03-01,March,0.0,0.0,1128.0,646.0,1272.0,836.0,0.0,0.0
SANGAM HEALTHCARE (SAFTI-N,2023-03-01,March,255.0,340.0,637.5,212.5,690.0,320.0,255.0,255.0
CLARIS OSTUKA,2023-03-01,March,107.0,35.67,1610.6,1772.52,1798.0,1864.67,0.0,35.67
RAMSONS,2023-03-01,March,112.5,112.5,150.0,304.17,190.0,346.67,112.5,112.5
CIPLA,2023-03-01,March,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2023-03-01,March,10709.31,10709.31,0.0,4435.33,0.0,4988.0,10709.31,10709.31
CARE GROUP,2023-03-01,March,18611.06,18711.06,-8047.13,-1682.38,6423.0,3366.0,5758.0,14326.71
REGAL LABORATORIES,2023-03-01,March,0.0,0.0,590.0,573.33,620.0,606.67,0.0,0.0
TAS MED(INDIA)PVT.LTD(VALL,2023-03-01,March,1314.91,3074.74,3981.38,2242.24,5774.3,3897.62,0.0,1791.72
ENTOD GLOTEK DIVISION,2023-03-01,March,14636.71,17899.11,17288.52,20411.47,26785.57,32371.06,9140.66,10277.56
HICARE PHARMA,2023-03-01,March,17583.98,21096.91,6318.0,23654.73,22598.2,28000.08,10913.79,18598.49
ENTOD PHAMA(ENSIGHT),2023-03-01,March,55393.1,58032.62,80288.06,80391.45,103466.26,105186.11,55022.92,51945.07
SENSES PHARMACEUTICALS LTD,2023-03-01,March,61780.1,54794.75,31249.82,39177.21,41442.02,41908.05,57901.62,57416.64
AUROLAB,2023-03-01,March,7510.67,6328.04,3181.7,5914.22,5757.78,6424.6,6199.98,7021.33
FSD CARE PHRAMA PVT LTD,2023-03-01,March,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2023-03-01,March,288990.16,258902.54,186488.87,213466.29,203321.54,222790.98,294760.01,275457.9
RANBAXY,2023-03-01,March,0.0,0.0,770.0,770.0,840.0,840.0,0.0,0.0
SUNWAYS PHARMACEUTICALS(OR,2023-03-01,March,29276.85,43951.86,17198.61,27629.79,23418.54,35961.6,25733.71,40200.62
TASMED(INDIA) PVT.LTD(ASPI,2023-03-01,March,2689.09,4717.32,4838.61,5195.36,6895.67,7017.52,1195.15,3383.3
SHERINGS,2023-03-01,March,11092.75,11570.27,10739.7,6845.42,18474.48,9328.04,8293.5,11041.01
OCUZEN HEALTH CARE,2023-03-01,March,5568.0,5568.0,-5952.0,-1984.0,0.0,0.0,0.0,3712.0
APPLE PHARMACEUTICALS,2023-03-01,March,900.0,900.0,8677.35,2892.45,5668.32,1889.44,4370.94,2056.98
SUNWAYS PHARMACEUTICALS(RE,2023-03-01,March,45631.13,50913.92,28022.13,46181.85,29196.02,52210.68,49091.43,50854.96
CADILA,2023-03-01,March,0.0,42.0,63.0,84.0,70.0,93.33,0.0,42.0
ENTOD PHARMA-G TECH,2023-03-01,March,29421.92,28595.0,-1565.31,12634.96,20253.61,24457.43,9245.24,21022.03
FDC,2023-03-01,March,42.19,295.31,0.0,0.0,0.0,209.44,42.19,98.44
OTHERS,2023-03-01,March,980.0,1786.67,0.0,41.67,0.0,452.33,980.0,1383.33
DISPOVAN,2023-03-01,March,563.0,412.5,2690.0,2133.5,3462.5,2321.4,0.0,388.83
TASMED (INDIA) PVT LTD(PAS,2023-03-01,March,20989.34,14950.42,15621.02,32403.75,43930.89,38612.02,6741.58,15553.15
HIMEDIA LABORATORIES PVT L,2023-03-01,March,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2023-03-01,March,0.0,54.0,486.0,648.0,540.0,710.0,0.0,54.0
ZIVIRA LABS PVT.LTD,2023-03-01,March,57094.73,88946.56,10113.36,17796.69,31203.3,42290.84,71586.62,79921.99
SHERWYN PHARMACEUTICALS PV,2023-03-01,March,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-03-01,March,2860.36,3914.4,0.0,0.0,0.0,749.34,2860.36,3206.78
DIAMOND MEDI CARE,2023-03-01,March,500.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0
SURGICARE,2023-03-01,March,860.0,1573.33,2565.0,1838.33,2900.0,2535.42,860.0,1140.0
LENORA GLOVE PVT.LTD,2023-03-01,March,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-03-01,March,49730.74,47542.22,47875.1,58044.55,79130.61,71529.33,29550.91,43987.97
SUNWAYS PHARMACEUTICALS,2023-03-01,March,225594.34,205697.68,33528.62,141997.8,111884.2,179590.91,154496.38,193029.34
SHERWYN PHARMA(GENORA),2023-03-01,March,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-03-01,March,34383.02,42052.93,-10981.78,3049.89,7818.5,18214.43,18904.48,29744.44
G.T.RAJ TEX,2023-03-01,March,188.0,62.67,188.0,188.0,0.0,66.0,376.0,188.0
ZIVIRA ASTRA DIVISION,2023-03-01,March,34894.66,67903.13,331.94,6471.9,9174.11,24996.04,51087.66,57106.85
JMS CO LTD,2023-03-01,March,354.0,354.0,3155.0,1987.67,3730.0,2106.67,0.0,354.0
INTAS PHARMACEUTICALS PVT,2023-03-01,March,0.0,0.0,400.0,400.0,500.0,500.0,0.0,0.0
AJANTA PHARMA LTD,2023-03-01,March,5198.6,5198.6,0.0,0.0,0.0,0.0,5198.6,5198.6
BAXTER INDIA PVT LTD,2023-03-01,March,0.0,0.0,49.0,49.0,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2023-03-01,March,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-03-01,March,0.0,283.33,3058.5,2622.42,3104.5,2768.08,201.0,350.33
BORN HEALTHCARE PVT LTD,2023-03-01,March,23.5,23.5,235.0,203.0,250.0,231.48,23.5,23.5
MEDIKLIN HEALTHCARE LTD,2023-04-01,April,1050.0,978.33,900.0,643.33,760.0,760.0,1330.0,1023.33
RAMAN&WEIL PVT LTD,2023-04-01,April,420.0,695.33,600.0,1193.33,0.0,1516.67,1090.0,680.0
SANGAM HEALTHCARE (SAFTI-N,2023-04-01,April,250.0,253.33,0.0,212.5,84.0,258.0,175.0,228.33
CHC,2023-04-01,April,0.0,0.0,300.0,300.0,360.0,360.0,0.0,0.0
CLARIS OSTUKA,2023-04-01,April,0.0,35.67,1972.6,1902.52,2068.0,1993.0,0.0,35.67
RAMSONS,2023-04-01,April,112.5,112.5,787.5,350.0,0.0,105.0,900.0,375.0
CIPLA,2023-04-01,April,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2023-04-01,April,10709.31,10709.31,0.0,0.0,2828.4,942.8,8897.01,10105.21
SPECTRUM BIOCIDES INDIA PV,2023-04-01,April,0.0,0.0,180.0,282.5,192.0,311.0,0.0,0.0
CARE GROUP,2023-04-01,April,5758.0,14326.71,6777.0,576.62,4165.0,4636.0,8718.0,11029.02
TAS MED(INDIA)PVT.LTD(VALL,2023-04-01,April,0.0,1791.72,14982.9,6321.43,9789.3,6204.8,6592.53,2635.81
ENTOD GLOTEK DIVISION,2023-04-01,April,9491.24,10394.42,45826.45,34253.99,53169.18,38460.5,8407.2,10728.19
HICARE PHARMA,2023-04-01,April,10019.43,18300.37,20086.5,23470.97,1146.6,23786.32,37638.18,22045.32
ENTOD PHAMA(ENSIGHT),2023-04-01,April,57264.89,52692.39,118889.33,109146.38,138659.98,128045.94,58422.89,56279.64
SENSES PHARMACEUTICALS LTD,2023-04-01,April,60720.45,58356.25,38392.4,37419.59,50068.55,43316.08,56209.95,58630.56
AUROLAB,2023-04-01,April,6644.55,7169.52,7223.7,4994.37,2590.0,4512.57,12197.74,8636.13
FSD CARE PHRAMA PVT LTD,2023-04-01,April,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2023-04-01,April,305841.07,279151.85,189604.15,230039.97,195715.22,234245.8,321447.94,301732.56
SUNWAYS PHARMACEUTICALS(OR,2023-04-01,April,27992.08,40953.44,73847.68,35907.37,62101.03,48039.68,45765.08,33591.88
TASMED(INDIA) PVT.LTD(ASPI,2023-04-01,April,1314.75,3423.17,13083.48,7467.97,10668.28,8779.72,4930.31,2938.18
SHERINGS,2023-04-01,April,10263.87,11697.8,13425.96,8055.22,8057.49,10241.56,15925.57,11770.61
APPLE PHARMACEUTICALS,2023-04-01,April,4370.94,2056.98,0.0,2892.45,0.0,1889.44,4370.94,3213.96
SUNWAYS PHARMACEUTICALS(RE,2023-04-01,April,51713.62,51729.05,48803.45,50143.0,52225.56,59070.17,53783.87,49502.12
CADILA,2023-04-01,April,0.0,42.0,189.0,84.0,210.0,140.0,0.0,0.0
ENTOD PHARMA-G TECH,2023-04-01,April,9345.57,21055.47,38005.4,24103.54,40582.72,31669.3,11051.3,16572.82
FDC,2023-04-01,April,42.19,98.44,0.0,0.0,0.0,59.84,42.19,42.19
OTHERS,2023-04-01,April,980.0,1383.33,0.0,0.0,0.0,402.33,980.0,980.0
DISPOVAN,2023-04-01,April,0.0,388.83,1520.5,1844.17,1437.5,2123.5,179.0,247.33
TASMED (INDIA) PVT LTD(PAS,2023-04-01,April,7430.84,15782.9,35872.57,30232.68,30594.4,38494.28,16789.39,14840.1
HIMEDIA LABORATORIES PVT L,2023-04-01,April,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2023-04-01,April,0.0,54.0,486.0,432.0,540.0,536.67,0.0,0.0
