itemdescri,qty,value,e,f,g,h,i,j,k
"FOMIRA E/D                    10ML"," 25","5785.63","  -","0.00"," 17","3921.93","  8","1851.40","  1"
"HYNIZA                        1S","  4","320.01","  -","0.00","  -","0.00","  4","320.01","  4"
"LATOBEST                      2.5ML","  2","234.43"," 28","3907.20","  2","379.00"," 28","3281.97","  -"
"LOTIVIZ E/D                   5ML","  7","746.97","  -","0.00","  -","0.00","  7","746.97","  7"
"NEPAWEL E/D                   5ML","109","10510.83","  -","0.00"," 39","4323.81"," 70","6750.07","  3"
"STRIOS LID WIPES              24S"," 76","11434.34","  -","0.00","  -","0.00"," 76","11434.3","  -"
"TIMOBEST E/D                  5ML"," 64","2144.00","  -","0.00","  -","0.00"," 64","2144.00","  -"
"TIZTA 10ML                    10ML","  3","675.00","  -","0.00","  1","245.00","  2","450.00","  1"
"TOBRAWIN                      5ML"," 31","2491.16","  -","0.00","  7","612.53"," 24","1928.64","  -"
"TOBRAWIN LP                   5ML","  1","112.50","  -","0.00","  -","0.00","  1","112.50","  1"
"VITTLES JELLY                 50G"," 30","3989.17","  -","0.00"," 23","3569.24","  7","930.81","  -"
"XIATRA E/D                    2.5ML","  6","1659.00","  -","0.00","  -","0.00","  6","1659.00","  -"
"ZIVIFRESH E/D                 10ML"," 63","3358.59"," 28","1946.00"," 87","6698.55","  4","213.24","  -"
"ZIVIFRESH GEL                 10ML"," 61","4757.55","  -","0.00"," 56","4620.11","  5","389.96","  -"
"ZIVIMOX-D E/D                 5ML","  2","213.42","  -","0.00","  -","0.00","  2","213.42","  2"
" TOTAL","592","61867.72"," 56","5853.20","265","28888.22","383","42210.1","  0"
"TOTAL","15132","1092567.05","13835","967414.65","13589","1027861.7","15378","1163380","  0"
