"758","MAXIM L","                  5ML","HIS EYENESS OPTHALMICS"
"759","MAXIM-D","                  5ML","HIS EYENESS OPTHALMICS"
"760","MECOZYME","FORTE                15S","KHANDELWAL LIFEKARE"
"761","MEDIFLON IV","18                1S","MEDIKIT"
"762","MEDIFLON IV","CAN 20            1S","MEDIKIT"
"763","MEDIFLON IV","CAN 22            1S","MEDIKIT"
"764","MEDITAPE","300                  24S","JMS CO LTD"
"765","MEDITAPE","310                  12S","JMS CO LTD"
"766","MEE CLEAN","                  200ML","APPASAMY OCULAR DEVICES P"
"767","MEFENTOD","PLUS                 60ML","ENTOD PHARMA-G TECH"
"768","MEFENTOD-P","SYP                60ML","ENTOD PHARMA-G TECH"
"769","MEGALUB","                  10ML","APPASAMY OCULAR DEVICES P"
"770","MEGRIM 10","                  10S","SUNWAYS PHARMACEUTICALS"
"771","MEPRIDE","MF-1                  15S","TAS MED(INDIA)PVT.LTD(VALL"
"772","MEPRIDE","MF-2                  15S","TAS MED(INDIA)PVT.LTD(VALL"
"773","MEPRIDE-VM","2                  15S","TAS MED(INDIA)PVT.LTD(VALL"
"774","MERISILK","3-0 NW5003           1S","JOHNSON & JOHNSON"
"775","MERISILK","4-0 NW5000           1S","JOHNSON & JOHNSON"
"776","MET","XL-AM25/5                 15S","AJANTA PHARMA LTD"
"777","METACIN","                  15S","THEMIS PHARMACEUTICALS"
"778","METSIVEN","SOFTGEL CAP          10*15","SUBHAM PHARMACEUTICALS"
"779","MEZOLAM","10ML                  1S","NEON LABORATORIES LTD"
"780","MEZOLAM 5ML","                  1S","NEON LABORATORIES LTD"
"781","MFLOTAS DX","                  5ML","INTAS PHARMACEUTICALS PVT"
"782","MFLOTAS E/D","                  5ML","INTAS PHARMACEUTICALS PVT"
"783","MFLOX","                  5ML","AUROLAB"
"784","MIBETA PLUS","10                10S","TASMED (INDIA) PVT LTD(PAS"
"785","MIBETA SR","40                  15'S","TASMED (INDIA) PVT LTD(PAS"
"786","MICRO IVSET","                  1S","RAMSONS"
"","","","          Continued..14"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","            Page No..14"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"787","MID PLUS","E/D                  5ML","VISION CARE PHARMACEUTICAL"
"788","MIGHTY MOX","                  5ML","OPTHO LIFE SCIENCES PVT.LT"
"789","MIKACIN 250","                  1S","MERCK"
"790","MIKACIN 500","                  2ML","ARISTO PHAMACEUTICALS PVT"
"791","MIL","                  10ML","SUN PHARMA LABORATORIES LT"
"792","MILFLOX","                  5ML","SUN PHARMA LABORATORIES LT"
"793","MILFLOX","PLUS                  5ML","SUN PHARMA LABORATORIES LT"
"794","MINADO 250","                  10S","TAS MED(INDIA)PVT.LTD(VALL"
"795","MINADO 500","                  10S","TAS MED(INDIA)PVT.LTD(VALL"
"796","MIOCHOL 1ML","                  1ML","APPASAMY OCULAR DEVICES P"
"797","MISTICE","                  10ML","SHERINGS"
"798","MO-FLOREN","                  5ML","INDOCO WARREN EXCEL"
"799","MO-FLOREN","BF                  5ML","INDOCO WARREN EXCEL"
"800","MO-FLOREN","E/O                 5GM","INDOCO WARREN EXCEL"
"801","MO-FLOREN","KT                  5ML","INDOCO WARREN EXCEL"
"802","MO-FLOREN","KT                  5ML","INDOCO WARREN EXCEL"
"803","MO-FLOREN","LP                  5ML","INDOCO WARREN EXCEL"
"804","MO-FLOREN-D","                  5ML","INDOCO WARREN EXCEL"
"805","MOCARE E/D","                  5ML","CARE GROUP"
"806","MOCARE-DX","                  5ML","CARE GROUP"
"807","MOCARE-LP","                  5ML","CARE GROUP"
"808","MOMFIT","NASAL SPRAY            10ML","ENTOD PHARMA-G TECH"
"809","MONODEXA","                  5ML","ENTOD PHARMACEUTICALS LTD"
"810","MONTI-PRIDE","L                 10S","PRIDE&PRIME PHARMACEUTICAL"
"811","MOSI E/D","                  5ML","FDC"
"812","MOTIDOM P","                  10S","TAS MED(INDIA)PVT.LTD(VALL"
"813","MOTOGRAM","E/D                  5ML","ENTOD PHAMA(ENSIGHT)"
"814","MOX REDIMIX","125MG             30ML","SUNPHARMACEUTICAL IND LTD"
"815","MOX REDIMIX","250MG             30ML","SUNPHARMACEUTICAL IND LTD"
"816","MOXAP","                  5ML","APPLE PHARMACEUTICALS"
"817","MOXAP-LP","                  5ML","APPLE PHARMACEUTICALS"
"818","MOXDRAK","DROPS                 5ML","AUSTRAK PHARMA"
"819","MOXFRESH","                  5ML","MEDRICA PHARMACEUTICALS PV"
"820","MOXICHECK","0.2                 15'S","TAS MED(INDIA)PVT.LTD(VALL"
"821","MOXICHECK","0.3                 15'S","TAS MED(INDIA)PVT.LTD(VALL"
"822","MOXICLEAR","                  5ML","OCUZEN HEALTH CARE"
"823","MOXICLEAR","OINT                5GM","OCUZEN HEALTH CARE"
"824","","MOXICLEAR-DX                  5ML","OCUZEN HEALTH CARE"
"825","MOXIFUR 5ML","                  5ML","APPASAMY OCULAR DEVICES P"
"826","MOXIFUR INJ","1ML               1ML","APPASAMY OCULAR DEVICES P"
"827","MOXIFUR","OINT                  5GM","APPASAMY OCULAR DEVICES P"
"828","MOXIFUR-DM","                  5ML","APPASAMY OCULAR DEVICES P"
"829","MOXIFUR-K","                  5ML","APPASAMY OCULAR DEVICES P"
"830","MOXIFUR-LP","                  5ML","APPASAMY OCULAR DEVICES P"
"831","MOXISHIELD","LP                 5ML","BERRY&HERBS PHARMA PVT LTD"
"832","MOXISURGE","E/D                 5ML","IPCA LABORATORIES LTD"
"833","MOXISURGE-D","E/D               5ML","IPCA LABORATORIES LTD"
"834","MOXISURGE-L","                  5ML","IPCA LABORATORIES LTD"
"835","MOXITOBRA","                  5ML","BERRY&HERBS PHARMA PVT LTD"
"836","MOXIVISC","                  5ML","LAVUE PHARMA. PVT LTD"
"837","MOXIVISC-DM","                  5ML","LAVUE PHARMA. PVT LTD"
"838","MOXNEAL","                  5ML","AMNEAL HEALTHCARE PVT LTD"
"839","MOXNEAL-L","                  5ML","AMNEAL HEALTHCARE PVT LTD"
"840","MOXY DROPS","                  5ML","FSD CARE PHRAMA PVT LTD"
"841","MULTIOX CAP","                  10S","OCUZEN HEALTH CARE"
"842","MYATRO E/D","                  5ML","ENTOD PHAMA(ENSIGHT)"
"843","MYCLIN EAR","DROPS              10ML","SUNWAYS PHARMACEUTICALS(RE"
"844","MYCLIN O","EAR DROPS            5ML","SUNWAYS PHARMACEUTICALS(RE"
"845","MYDRIA PFS","                  1ML","APPASAMY OCULAR DEVICES P"
"846","MYDRYN E/D","                  5ML","SUNWAYS PHARMACEUTICALS(RE"
"847","","MYO-PYROLATE 5ML              1S","NEON LABORATORIES LTD"
"","","","          Continued..15"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","            Page No..15"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"848","MYOPED","                  5ML","APPASAMY OCULAR DEVICES P"
"849","MYOPIN 0.1%","                  5ML","APPASAMY OCULAR DEVICES P"
"850","MYOSTIGIMIN","1ML               1S","NEON LABORATORIES LTD"
"851","MYOSTIGIMIN","2.5MG             1S","NEON LABORATORIES LTD"
"852","MYOSTOP","                  5ML","SHERINGS"
"853","NAP VISION","E/D                5ML","VISION CARE PHARMACEUTICAL"
"854","NAPHACARE","E/D                 10ML","VISION CARE PHARMACEUTICAL"
"855","NAPHACE","                  10ML","SENSES PHARMACEUTICALS LTD"
"856","NAPHALUBE","                  10ML","EYEKENZ HEALTHCARE PVT LTD"
"857","NAPRODOM","500                  10S","CRESCENT"
"858","NASOLINE","NASAL SPRAY          10ML","ENTOD PHARMA-G TECH"
"859","NATACIN","                  5ML","ENTOD PHAMA(ENSIGHT)"
"860","NATASOL","                  5ML","SENSES PHARMACEUTICALS LTD"
"861","NAVIBROM","                  5ML","SENTISS PHARMA PVT LTD"
"862","NAVIFLU SYP","                  200ML","SENSES PHARMACEUTICALS LTD"
"863","NAVIFLU","SYP(P)                60ML","SENSES PHARMACEUTICALS LTD"
"864","NAVIFLU","TAB-DOME              10S","SENSES PHARMACEUTICALS LTD"
"865","NEBRACIN DM","                  10ML","SUNWAYS PHARMACEUTICALS"
"866","NEBRACIN","E/D                  5ML","SUNWAYS PHARMACEUTICALS"
"867","NEBRACIN F","                  5ML","SUNWAYS PHARMACEUTICALS"
"868","NEBRACIN LP","E/D               5ML","SUNWAYS PHARMACEUTICALS"
"869","NEBRACIN","OINT                 5GM","SUNWAYS PHARMACEUTICALS"
"870","NEBULISER","                  1S","OTHERS"
"871","NECK PILLOW","                  1S","OTHERS"
"872","NEFASOL","                  5ML","LAVUE PHARMA. PVT LTD"
"873","NELCATH 12","                  1S","RAMSONS"
"874","NEOCAN IV","CAN 18              1S","MEDIKIT"
"875","NEOCAN IV","CAN 24              1S","MEDIKIT"
"876","NEOFLON 24G","                  1'S","BECTON DICKINSON & COMPANY"
"877","NEOMIT 2ML","                  1S","NEON LABORATORIES LTD"
"878","NEOMIT 4MG","                  2ML","NEON LABORATORIES LTD"
"879","NEOMOL 2ML","                  2ML","NEON LABORATORIES LTD"
"880","NEOROF 10ML","                  1S","NEON LABORATORIES LTD"
"881","NEOROF","                  20ML","NEON LABORATORIES LTD"
"882","NEOVAC 10MG","                  10MG","NEON LABORATORIES LTD"
"883","NEOVAC","                  4MG","NEON LABORATORIES LTD"
"884","NEPA-OD","0.3%                  3ML","SENTISS PHARMA PVT LTD"
"885","NEPACARE","                  5ML","OCUZEN HEALTH CARE"
"886","NEPACHEK","                  5ML","INDOCO WARREN EXCEL"
"887","NEPACON","                  5ML","CARE GROUP"
"888","NEPAFLAM","                  5ML","AJANTA PHARMA LTD"
"889","NEPAFLO E/D","                  5ML","APPLE PHARMACEUTICALS"
"890","NEPALACT","                  5ML","SUN PHARMA LABORATORIES LT"
"891","NEPANEAL","                  5ML","AMNEAL HEALTHCARE PVT LTD"
"892","NEPAONCE","                  3ML","ENTOD PHAMA(ENSIGHT)"
"893","NEPASURE","                  5ML","EYEKENZ HEALTHCARE PVT LTD"
"894","NEPATOP","                  5ML","ENTOD PHARMACEUTICALS LTD"
"895","NEPATOP","FREE                  5ML","ENTOD PHARMACEUTICALS LTD"
"896","NEPAVAC E/D","                  5ML","SHERINGS"
"897","NEPAVAC-PF","                  5ML","SHERINGS"
"898","NEPAWEL E/D","                  5ML","ZIVIRA LABS PVT.LTD"
"899","NEPAWYN E/D","                  5ML","SHERWYN PHARMACEUTICALS PV"
"900","NEPHACE","                  10ML","SENSES PHARMACEUTICALS LTD"
"901","NEPRICA","                  5ML","MEDRICA PHARMACEUTICALS PV"
"902","NERSAVE","TRIO                  15'S","TASMED (INDIA) PVT LTD(PAS"
"903","NETIWASH","15'S                 15SA","SUNWAYS PHARMACEUTICALS(RE"
"904","NETIWASH","30'S                 30S","SUNWAYS PHARMACEUTICALS(RE"
"905","NEUROBION","FORTE               10S","MERCK"
"906","NEVANAC","                  5ML","ALCON LABORATORIES"
"907","NEW I-SITE","CAP                10S","SUN PHARMA LABORATORIES LT"
"908","NEXTOB","                  5ML","NEOMEDIX HEALTHCARE INDIA"
"","","","          Continued..16"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","            Page No..16"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"909","NEYPAC E/D","                  5ML","INTAS PHARMACEUTICALS PVT"
"910","NICODIN SOL","                  500ML","ABBOTT HEALTHCARE PVT. LTD"
"911","NIMAK GEL","                  30GM","VISION CARE PHARMACEUTICAL"
"912","NIPRO 2.5ML","                  1S","NIPRO"
"913","NITROCIN","AMP                  1AMP","SAMARTH LIFE SCIENCES PVT"
"914","NITROPLUS","5ML                 5ML","NEON LABORATORIES LTD"
"915","NORAD 2ML","                  2ML","NEON LABORATORIES LTD"
"916","NOVAMOX CV","625                10T","CIPLA"
"917","NPACT E/D","                  5ML","AUROLAB"
"918","NS 100ML","                  1S","BORN HEALTHCARE PVT LTD"
"919","NS-500ML","                  500ML","BORN HEALTHCARE PVT LTD"
"920","NU EYE TAB","                  10S","INTAS PHARMACEUTICALS PVT"
"921","","NUROKIND-PLUS                 2ML","DISCOVERY MANKIND"
"922","NUTRISHER","TAB                 10S","SHERWYN PHARMA(GENORA)"
"923","NYLON","10-0(6401N)             12S","AUROLAB"
"924","NYLON","10-0(6402N)             1'S","AUROLAB"
"925","OBRIN E/D","                  5ML","SENSES PHARMACEUTICALS LTD"
"926","OBRIN E/O","                  5GM","SENSES PHARMACEUTICALS LTD"
"927","OBRIN-F","                  5ML","SENSES PHARMACEUTICALS LTD"
"928","OCCUCOM E/D","                  10ML","SUNWAYS PHARMACEUTICALS"
"929","OCCUMOX","                  5ML","SUNWAYS PHARMACEUTICALS"
"930","OCCUMOX E/O","                  5GM","SUNWAYS PHARMACEUTICALS"
"931","OCCUMOX KT","E/D                5ML","SUNWAYS PHARMACEUTICALS"
"932","OCCUMOX","PFS-0.5ML             0.5ML","SUNWAYS PHARMACEUTICALS"
"933","OCUGOLD","PLUS                  10S","AJANTA PHARMA LTD"
"934","OCULACT","                  5ML","SUNWAYS PHARMACEUTICALS(RE"
"935","OCULAN AMP","                  2ML","SUNWAYS PHARMACEUTICALS"
"936","OCULATE","                  5ML","HICARE PHARMA"
"937","OCULUBE","ULTRA                 10ML","OCUZEN HEALTH CARE"
"938","OCUMOIST","MAX                  10ML","AJANTA PHARMA LTD"
"939","OCUPOL DX","E/O                 5G","CENTAUR PHARMACEUTICALS PV"
"940","OCUPOL E/D","                  5ML","CENTAUR PHARMACEUTICALS PV"
"941","OCUPOL OINT","                  5GM","CENTAUR PHARMACEUTICALS PV"
"942","OCUREST-AH","                  10ML","CENTAUR PHARMACEUTICALS PV"
"943","OCUSOOTHE","DUO                 5ML","LAVUE PHARMA. PVT LTD"
"944","OCUWIPES","WET WIPES            10'S","NEOMEDIX HEALTHCARE INDIA"
"945","OCUWIPES-AT","                  20'S","NEOMEDIX HEALTHCARE INDIA"
"946","OCUWIPES-AT","                  20'S","NEOMEDIX HEALTHCARE INDIA"
"947","OFLO BM","OINT                  5GM","SUNWAYS PHARMACEUTICALS(RE"
"948","OFLO E/D","                  5ML","SUNWAYS PHARMACEUTICALS(RE"
"949","OFLO E/O","                  5GM","SUNWAYS PHARMACEUTICALS(RE"
"950","OFLOX 200","                  10S","CIPLA"
"951","OFLOX 400","                  10S","CIPLA"
"952","OFLOX IV","                  100ML","CIPLA"
"953","OFLOX OZ","                  10T","CIPLA"
"954","OLOACT","                  5ML","FSD CARE PHRAMA PVT LTD"
"955","OLOCARE E/D","                  5ML","VISION CARE PHARMACEUTICAL"
"956","OLOLAP","                  5ML","MEDRICA PHARMACEUTICALS PV"
"957","OLONEAL","                  5ML","AMNEAL HEALTHCARE PVT LTD"
"958","OLOPAT","                  5ML","AJANTA PHARMA LTD"
"959","OLOPAT OD","                  5ML","AJANTA PHARMA LTD"
"960","OLOPINE E/D","                  5ML","INTAS PHARMACEUTICALS PVT"
"961","OLOPLUS","                  5ML","ENTOD PHARMACEUTICALS LTD"
"962","OLOPLUS KT","                  5ML","ENTOD PHARMACEUTICALS LTD"
"963","OLOTOP DS","E/D                 5ML","SUNWAYS PHARMACEUTICALS(RE"
"964","OMEFLOX E/D","                  5ML","ENTOD PHAMA(ENSIGHT)"
"965","OMEFLOX","OINT                  5GM","ENTOD PHAMA(ENSIGHT)"
"966","OMEFLOX-BM","                  5GM","ENTOD PHAMA(ENSIGHT)"
"967","OMEFLOX-KT","                  5ML","ENTOD PHAMA(ENSIGHT)"
"968","OMEZ 20MG","                  20S","DR REDDY'S LABORATORIES"
"969","OMEZ-D","                  15S","DR REDDY'S LABORATORIES"
"","","","          Continued..17"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","            Page No..17"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"970","OMISEN TAB","                  10S","SENSES PHARMACEUTICALS LTD"
"971","OMNIDASE","INJ                  1ML","SUNWAYS PHARMACEUTICALS(RE"
"972","OMNIX 200DT","                  10S","CIPLA"
"973","OMNIX","CV-200                  10S","CIPLA"
"974","OMNIX-100DT","                  10S","CIPLA"
"975","OMNIX-O TAB","                  10S","CIPLA"
"976","ONE TOUCH","50S                 50S","ONE-TOUCH"
"977","ONE TOUCH","ULTRA 50S           1S","ONE-TOUCH"
"978","ONEMOX E/D","                  5ML","HICARE PHARMA"
"979","ONEMOX OINT","                  5GM","HICARE PHARMA"
"980","ONEMOX-DM","                  5ML","HICARE PHARMA"
"981","ONEZINE","10MG                  10S","HICARE PHARMA"
"982","ONTEARS","                  15ML","SENTISS PHARMA PVT LTD"
"983","ONTEARS GEL","                  15ML","SENTISS PHARMA PVT LTD"
"984","OPTICHIL","                  10ML","HICARE PHARMA"
"985","OPTICOOL","E/D                  10ML","ENTOD PHAMA(ENSIGHT)"
"986","OPTIHIST","BANG                 5ML","ENTOD PHARMACEUTICALS LTD"
"987","OPTIHIST","E/D                  5ML","ENTOD PHARMACEUTICALS LTD"
"988","OPTIHIST-AZ","E/D               5ML","ENTOD PHARMACEUTICALS LTD"
"989","","OPTIHIST-CROMZ                5ML","ENTOD PHARMACEUTICALS LTD"
"990","","OPTIHIST-PLUS                 5ML","ENTOD PHARMACEUTICALS LTD"
"991","OPTIMASK","GEL                  1","NEOMEDIX HEALTHCARE INDIA"
"992","OPTIMOIST","                  10ML","NEOMEDIX HEALTHCARE INDIA"
"993","OPTIMOIST","ULTRA               10ML","NEOMEDIX HEALTHCARE INDIA"
"994","","OPTIMOIST-DS                  10ML","NEOMEDIX HEALTHCARE INDIA"
"995","OPTITHROCIN","OINT              5GM","ENTOD PHARMACEUTICALS LTD"
"996","OPTIVE","                  10ML","ALLERGAN INDIA PVT LTD"
"997","OPTIVIRAL","OINT                5GM","ENTOD PHARMACEUTICALS LTD"
"998","OPTIWIRE","CAPS                 10'S","BERRY&HERBS PHARMA PVT LTD"
"999","ORASHIELD","GEL                 10GM","ENTOD PHARMA-G TECH"
"1000","","ORINASE(A)OXY                 10ML","ENTOD PHARMA-G TECH"
"1001","ORINASE-A","                  10ML","ENTOD PHARMA-G TECH"
"1002","ORINASE-P","                  10ML","ENTOD PHARMA-G TECH"
"1003","OTOBIOTC AB","                  5ML","ENTOD PHARMA-G TECH"
"1004","OTOBIOTIC","-NEO                5ML","ENTOD PHARMA-G TECH"
"1005","OTOBIOTIC","                  5ML","ENTOD PHARMA-G TECH"
"1006","OTOBIOTIC","PLUS                5ML","ENTOD PHARMA-G TECH"
"1007","OTOBIOTIC","PLUS NEW            5ML","ENTOD PHARMA-G TECH"
"1008","OTOCIL","                  10ML","ENTOD PHARMA-G TECH"
"1009","OTOFLU","DROPS                  5ML","SUNWAYS PHARMACEUTICALS(RE"
"1010","OTOFUNGIN","E/D                 10ML","ENTOD PHARMA-G TECH"
"1011","OTOFUNGIN-F","                  5ML","ENTOD PHARMA-G TECH"
"1012","OTOGON EAR","DROPS              10ML","ENTOD PHARMA-G TECH"
"1013","OTOLEV","DROPS                  10ML","ENTOD PHARMA-G TECH"
"1014","OTPRED","                  10ML","MEDRICA PHARMACEUTICALS PV"
"1015","OXIGAT","                  5ML","INDOCO WARREN EXCEL"
"1016","OXILOF-200","                  10S","SHERWYN PHARMA(GENORA)"
"1017","OXILOF-OZ","                  10S","SHERWYN PHARMA(GENORA)"
"1018","OXO DROPS","                  10ML","IND-SWIFT LTD"
"1019","OXY SET","ADUL                  1S","RAMSONS"
"1020","OXY SET","CHILD                 1S","RAMSONS"
"1021","OXYROOTZ","TAB                  10'S","EYEKENZ HEALTHCARE PVT LTD"
"1022","OZOLINE","                  10ML","OCUZEN HEALTH CARE"
"1023","P-20","                  10S","SUNWAYS PHARMACEUTICALS(OR"
"1024","P-250","                  10S","APEX LABORATORIES"
"1025","P-500","                  15T","APEX LABORATORIES"
"1026","P-650","                  10S","APEX LABORATORIES"
"1027","P-CAIN E/D","                  5ML","ENTOD PHARMACEUTICALS LTD"
"1028","PAINGUARD","PLUS                10'S","RANBAXY"
"1029","PAINIF GEL","                  30GM","SHERWYN PHARMA(GENORA)"
"1030","PANSEC DSR","                  10C","CIPLA"
"","","","          Continued..18"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","            Page No..18"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"1031","PANSEC TAB","                  10T","CIPLA"
"1032","PANTHOBIC","GEL                 5GM","SUNWAYS PHARMACEUTICALS"
"1033","PANTOZING","DSR CAP             10S","SUBHAM PHARMACEUTICALS"
"1034","PARACAIN","                  5ML","SUNWAYS PHARMACEUTICALS"
"1035","PARAFFIN","WAX                  500GR","DR.SAYANI'S HEALTHCARE PVT"
"1036","PARASENZ","                  5ML","SENSES PHARMACEUTICALS LTD"
"1037","PATADAY","                  2.5ML","ALCON LABORATORIES"
"1038","PATARID","                  5ML","SHERINGS"
"1039","PATARID KT","                  5ML","SHERINGS"
"1040","PATASOL-OD","                  5ML","EYEKENZ HEALTHCARE PVT LTD"
"1041","PATIF","                  5ML","NEOMEDIX HEALTHCARE INDIA"
"1042","PATINE KT","                  5ML","HIS EYENESS OPTHALMICS"
"1043","PATVIRA E/D","                  2.5ML","ZIVIRA LABS PVT.LTD"
"1044","PEAPRON","                  1'S","MEDIKLIN HEALTHCARE LTD"
"1045","PENTOCARE","E/D                 5ML","VISION CARE PHARMACEUTICAL"
"1046","PENTOGAST40","TAB               10S","SHERWYN PHARMA(GENORA)"
"1047","PENTOLATE","E/D                 5ML","SUNWAYS PHARMACEUTICALS(RE"
"1048","PEROXICIDE","                  400ML","SPECTRUM BIOCIDES INDIA PV"
"1049","PGVISC","                  10ML","INDOCO WARREN EXCEL"
"1050","PHENOCAINE","PLUS               5AMP*1ML","ENTOD GLOTEK DIVISION"
"1051","PILO","                  5ML","AUROLAB"
"1052","PILOCAR 2%","E/D                5ML","FDC"
"1053","PILOMIN","0.5%                  1ML","ENTOD PHARMACEUTICALS LTD"
"1054","PM-0-LINE","150CM               1S","RAMSONS"
"1055","PM-O-LINE","200CM               1S","RAMSONS"
"1056","PNEFIX-100","TAB                10S","SHERWYN PHARMA(GENORA)"
"1057","PNEFIX-200","TAB                10S","SHERWYN PHARMA(GENORA)"
"1058","POLYCHLOR","DM E/D              5ML","SUNWAYS PHARMACEUTICALS(RE"
"1059","POLYCHLOR","DM E/O              5GM","SUNWAYS PHARMACEUTICALS(RE"
"1060","POLYCHLOR","E/D                 5ML","SUNWAYS PHARMACEUTICALS(RE"
"1061","POLYCHLOR","E/O                 5GM","SUNWAYS PHARMACEUTICALS(RE"
"1062","POLYCRYL","8-0                  12S","AUROLAB"
"1063","","POV.IOD.SOLUT.2LT             2LT","WOCKHARDT LTD"
"1064","POVI.IODINE","SCRUB             500ML","WOCKHARDT LTD"
"1065","POVI.IODINE","SOL               500ML","WOCKHARDT LTD"
"1066","POVIDEX 5%","                  2LTR","SPECTRUM BIOCIDES INDIA PV"
"1067","POVIDEX5%","                  500ML","SPECTRUM BIOCIDES INDIA PV"
"1068","POVIKEM","                  500ML","ALKEM LABORATORIES LTD"
"1069","POVIKEM","SCRUB                 500ML","ALKEM LABORATORIES LTD"
"1070","PPE KIT","                  1S","RAMSONS"
"1071","PREDFORTE","                  10ML","ALLERGAN INDIA PVT LTD"
"1072","PREDINA E/D","                  10ML","HIS EYENESS OPTHALMICS"
"1073","PREDIRA E/D","                  10ML","ZIVIRA LABS PVT.LTD"
"1074","PREDLAST","                  10ML","SHERINGS"
"1075","PREDLAST-MF","                  5ML","SHERINGS"
"1076","PREDNATE","                  5ML","SHERINGS"
"1077","PREDNATE-DM","                  5ML","SHERINGS"
"1078","PREDPLUS","                  10ML","ENTOD PHARMACEUTICALS LTD"
"1079","PREDWYN E/D","                  10ML","SHERWYN PHARMACEUTICALS PV"
"1080","PRESS-DT","                  10S","ENTOD GLOTEK DIVISION"
"1081","","PRESTIDINE-M                  15G","SEARLE SWIZINGER"
"1082","PRIMODE","                  10'S","TASMED(INDIA) PVT.LTD(ASPI"
"1083","PROLENE 2-0","NW844             1S","JOHNSON & JOHNSON"
"1084","PROLENE 3.0","NW018             1S","JOHNSON & JOHNSON"
"1085","PROLENE 4-0","NW849             1S","JOHNSON & JOHNSON"
"1086","PROPYLENE","10.0 S/6002PP       12S","AUROLAB"
"1087","","PROTECT-KIT-IV                1S","HIV"
"1088","PROTINSAFE","TINS               200GMS","SUBHAM PHARMACEUTICALS"
"1089","PULSE","OXIMETER                1S","OTHERS"
"1090","PVA SPONGE","SPEARS(DMC-734)    10S","DIAMOND MEDI CARE"
"1091","PYROLATE","                  1ML","NEON LABORATORIES LTD"
"","","","          Continued..19"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","            Page No..19"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"1092","RABICIP D","                  15S","CIPLA"
"1093","RAINBOW 7","WHEEL CHAIR         1","KARMA"
"1094","RAMADINE","SCRUB 7.5%           500ML","RAMAN&WEIL PVT LTD"
"1095","RAMADINE","SOLU5%               500ML","RAMAN&WEIL PVT LTD"
"1096","RANTAC AMP","                  2ML","J.B CHEMICALS&PHARMACEUTIC"
"1097","RAPID MULTI","ENZYME CLEANER    1LT","3M"
"1098","RED GLOVES","5%                 1S","OTHERS"
"1099","REDIF E/D","                  10ML","SUNWAYS PHARMACEUTICALS(RE"
"1100","REFFRON TAB","                  15S","SUNWAYS PHARMACEUTICALS"
"1101","REFRESH","LIQUIGEL              10ML","ALLERGAN INDIA PVT LTD"
"1102","REFRESH","TEARS                 10ML","ALLERGAN INDIA PVT LTD"
"1103","RELIVION","                  3ML","AICE HEALTH CARE PVT LTD"
"1104","RENOLEN","                  10ML","INDOCO WARREN EXCEL"
"1105","RETENTIO","E/D                  10ML","IPCA LABORATORIES LTD"
"1106","RETIGARD","TAB                  10S","SHERINGS"
"1107","RETIGARD-I","                  30'S","SHERINGS"
"1108","RETIGARD-O3","                  10S","SHERINGS"
"1109","RETIGRAPH","20% INJ             3ML","SUNWAYS PHARMACEUTICALS(RE"
"1110","RETINEP","                  5ML","OPTHO LIFE SCIENCES PVT.LT"
"1111","RHEX-ID 1ML","                  1ML","APPASAMY OCULAR DEVICES P"
"1112","RHINASE","NASAL DROPS           10ML","ENTOD PHARMA-G TECH"
"1113","RHINOFIT","NASAL SPRAY          10ML","ENTOD PHARMA-G TECH"
"1114","RHINOFIT-F","                  6GMS","ENTOD PHARMA-G TECH"
"1115","RHOPRESS","E/D                  2.5ML","ENTOD PHAMA(ENSIGHT)"
"1116","RI PRIDE","DSR                  10S","PRIDE&PRIME PHARMACEUTICAL"
"1117","RIA TEST","TUBE-REVOMEX         100S","SHREE AGENCIES"
"1118","RIBOCROSS","RAPID               3ML","SUNWAYS PHARMACEUTICALS"
"1119","","RIBOCROSS-3ML                 3ML","SUNWAYS PHARMACEUTICALS"
"1120","RIDAR TAB","                  10S","CIPLA"
"1121","RL(GLASS)","500                 500ML","DENISCHEM LAB LTD"
"1122","RL-500ML","                  1S","CLARIS OSTUKA"
"1123","ROLLER","BANDAID                10S","RAMAN&WEIL PVT LTD"
"1124","ROLLER","BANDAID 15CM           10S","RAMAN&WEIL PVT LTD"
"1125","ROMO-10","UROBAG                1S","RAMSONS"
"1126","ROMOLENE 14","                  1S","RAMSONS"
"1127","ROMOLENE 16","                  1S","RAMSONS"
"1128","ROSE BENGAL","STRIPS            100S","CARE GROUP"
"1129","RUTOR","                  10S","TAS MED(INDIA)PVT.LTD(VALL"
